"age","educ","black","hisp","married","nodegr","re74","re75","y","u74","u75","z","ps"
21,9,1,0,0,1,591.499,0,-3.89155986469376,0,1,0,0.319686729613014
18,10,1,0,0,1,1563.25,0,5.90914772747505,0,1,0,0.270441203112068
19,11,1,0,0,1,1626.62,0,2.6128236941149,0,1,0,0.253038334446678
24,9,1,0,0,1,2788.5,0,0.0859626209346354,0,1,0,0.274985693373859
28,11,0,1,1,1,3472.95,0,1.00414005920042,0,1,0,0.203468114653944
25,11,1,0,0,1,5281.25,0,2.38476966635695,0,1,0,0.220670575866367
21,7,1,0,0,1,33800,0,5.31101944825287,0,1,0,0.125248705733623
39,11,1,0,0,1,0,83.6896,-2.73650432263901,1,0,0,0.378371194588127
36,12,1,0,0,0,0,142.397,1005.96834784966,1,0,1,0.465451352944358
24,12,1,0,0,0,0,159.885,6.21647380729733,1,0,0,0.453556473827675
17,11,1,0,0,1,989.268,165.208,446.571840548362,0,0,0,0.31458435908043
18,10,1,0,0,1,960.427,240.107,561.345298372967,0,0,0,0.34443030618387
18,10,1,0,0,1,0,273.553,3.33162958271319,1,0,0,0.40355288412084
28,10,1,0,0,1,1471.29,367.823,1033.91122842706,0,0,0,0.351027368834378
27,13,0,0,0,0,5214.31,474.502,3989.92613926396,0,0,1,0.368831916140478
31,12,0,0,0,0,0,494.643,0.133486935226392,1,0,0,0.521840489658056
22,9,1,0,0,1,0,506.408,1005.53130353329,1,0,1,0.447345749787754
31,10,1,0,0,1,0,520.446,1003.82374930278,1,0,1,0.435853339167801
26,10,1,0,1,1,6140.37,558.773,4757.06584812374,0,0,1,0.327433467847216
18,9,0,0,0,1,0,559.596,2.26951649476847,1,0,0,0.474883691059596
23,11,1,0,0,1,6382.31,580.79,3962.45436673048,0,0,0,0.283358261213923
20,12,1,0,0,0,0,591.815,-3.97497143976634,1,0,0,0.48685866610322
19,10,1,0,0,1,0,604.154,999.179838363423,1,0,1,0.427572945467268
18,11,1,0,0,1,1064.7,645.272,2221.91634132551,0,0,1,0.3480345209335
17,10,1,0,0,1,0,664.569,0.895252664189046,1,0,0,0.428780573091239
27,12,1,0,1,0,0,752.39,1001.37388152804,1,0,1,0.527893067062409
27,11,1,0,0,1,3065.19,766.299,2878.27208665989,0,0,0,0.324794314072736
28,12,0,0,0,0,0,803.343,1003.96634890645,1,0,1,0.533764897618647
28,11,1,0,0,1,2431.95,863.48,2661.69360467731,0,0,0,0.337960207613912
21,10,1,0,0,1,6661.06,1162.36,6640.95661127384,0,0,0,0.317611562931988
17,10,0,1,0,1,4905.12,1168.9,5379.51380560277,0,0,0,0.266273730674203
26,11,1,0,0,1,4699.96,1174.99,5243.84312490579,0,0,0,0.319502030763325
29,9,1,0,0,1,0,1203.82,6.6961547019889,1,0,0,0.48374510646316
17,10,0,1,0,1,1203.61,1239.63,2096.37999610301,0,0,0,0.315991365799321
22,11,1,0,0,1,7914.13,1321.66,9197.74847952293,0,0,1,0.294789600726761
24,11,1,0,0,1,0,1327.99,995.989660545724,1,0,1,0.437211199410026
20,12,1,0,0,0,557.699,1371.47,1310.39030427567,0,0,0,0.473872278653651
18,12,1,0,0,0,0,1405.51,-6.04491732155087,1,0,0,0.514444413356304
24,11,0,0,0,1,2669.73,1468.38,4124.82938651264,0,0,0,0.373471723038484
21,9,0,0,0,1,2988.41,1577.17,4695.68894393777,0,0,0,0.411090433278228
30,8,1,0,0,1,0,1706.66,1000.3007444358,1,0,1,0.521500557877742
31,11,1,0,0,1,17711.9,1726.45,17367.9907957927,0,0,0,0.250024264454474
17,10,0,1,0,1,1442.68,1734.56,3009.61050442479,0,0,0,0.320888136264219
19,9,1,0,0,1,8409.63,1778.09,10527.6023819195,0,0,0,0.336795895120523
23,11,1,0,0,1,0,1896.02,5.0707059184683,1,0,0,0.449123831945723
22,12,1,0,0,0,4380.02,2003.68,7245.49339223927,0,0,0,0.412097606166916
29,12,1,0,0,0,22859.4,2080.21,23663.2703750961,0,0,0,0.282105737648105
22,10,1,0,0,1,0,2174.96,-1.09069114582226,1,0,0,0.4751251504219
29,13,1,0,0,0,718.249,2265.58,3226.03654505758,0,0,1,0.47304725528183
19,11,1,0,0,1,721.341,2445.59,2360.52565329104,0,0,0,0.40596373389948
17,9,1,0,0,1,0,2595.27,1002.42807653754,1,0,1,0.499935777070458
18,10,1,0,0,1,1716.51,2682.13,4615.57556775537,0,0,0,0.400062378420232
19,12,1,0,0,0,8417,2814.2,14528.6898666744,0,0,0,0.386999637032329
20,6,1,0,0,1,6006.88,2850.61,12574.0572552618,0,0,1,0.447468901276152
33,11,1,0,0,1,10523.8,2899.82,17350.8856511055,0,0,0,0.313560272798936
36,11,0,1,0,1,5443.73,3063.88,11360.4525534514,0,0,0,0.291033591225868
25,11,1,0,0,1,15210,3072.73,23376.2753392414,0,0,0,0.277470009435119
19,11,1,0,0,1,3504.01,3285.68,9766.22920086659,0,0,1,0.360312068269051
23,8,1,0,0,1,7724.28,3403.06,16624.3824158211,0,0,1,0.39106830799839
17,11,1,0,0,1,4080.73,3796.03,10793.5290194601,0,0,0,0.357646993677661
43,10,1,0,0,1,2502.87,4128.44,9127.70888662572,0,0,1,0.433250514540752
26,11,1,0,1,1,0,4184.73,1005.80942176559,1,0,1,0.50951354787946
27,11,1,0,1,1,0,4491.88,1001.43974198023,1,0,1,0.513611910251277
19,11,1,0,0,1,6337.49,4503.06,17551.4169586265,0,0,1,0.345371717470903
28,11,1,0,1,1,8593.16,5393.9,23238.5146655666,0,0,0,0.367654387092524
28,12,1,0,1,0,10585.1,5551.46,28437.5548373545,0,0,1,0.432093483042924
26,8,1,0,0,1,1126.29,5562.6,5727.9510789699,0,0,0,0.499053116360812
31,12,1,0,0,0,0,5613.91,997.970980431547,1,0,1,0.582751016999716
23,11,1,0,0,1,7617.36,5716.41,23242.8279437374,0,0,1,0.348304253021877
20,12,1,0,0,0,7182.49,6004.73,22097.3804831052,0,0,0,0.428081770642042
28,10,1,0,1,1,8293.35,6449.48,25694.2274320574,0,0,0,0.397981807127028
39,12,1,0,1,0,19785.3,6608.14,48023.2992028759,0,0,0,0.38314084367925
21,8,1,0,0,1,39570.7,6608.3,79017.8378480889,0,0,1,0.169581998666616
22,11,1,0,0,1,8810.07,6974.48,28307.7998553276,0,0,0,0.346578068912242
20,11,1,0,0,1,8009.16,7666.88,28298.4517369527,0,0,0,0.354429131256703
21,11,0,1,0,1,2992.53,8920.47,15794.911355532,0,0,0,0.3391550241376
23,12,0,1,0,0,5721.7,8960.68,24941.5797140625,0,0,0,0.388182877774716
29,9,1,0,0,1,9268.94,9160.69,35502.5159326129,0,0,0,0.403787217177452
28,9,1,0,1,1,10222.4,9210.45,39163.0839156788,0,0,1,0.420819328763815
30,11,1,0,1,1,0,9311.94,3.95712943797492,1,0,0,0.549020749016765
25,10,1,0,1,1,13520,9319.44,46802.0205789252,0,0,0,0.372242089166451
28,11,1,0,1,1,824.389,10033.9,6954.68521126309,0,0,0,0.495796862797559
22,10,0,0,0,1,27864.4,10598.7,84958.7976798888,0,0,0,0.266778647787116
44,9,1,0,1,1,12260.8,10857.2,48632.451946194,0,0,0,0.435352602025864
21,9,1,0,0,1,31886.4,12357.2,104964.29476457,0,0,1,0.234073968857258
28,11,1,0,0,1,17491.5,13371.3,72155.973459816,0,0,0,0.31889727515999
29,9,0,1,0,1,9594.31,16341.2,55538.4065303476,0,0,1,0.356423901345962
25,9,1,0,1,1,24731.6,16946.6,109545.451335814,0,0,1,0.331288776965719
22,10,0,0,1,1,25720.9,23032,138309.322479294,0,0,0,0.338435500435863
